trip_id,pickup_location,drop_location,pickup_date,pickup_time,pickup_hour,time_of_day,weekday,is_weekend,season,passenger_count,trip_distance_km,traffic_level,actual_eta_minutes,average_speed,surge_multiplier
id1054281,East Harlem,Inwood,10-01-2016,13:42,13,Afternoon,Sunday,1,Winter,1,1.19,Low,10.9,6.6,1
id3763686,Inwood,Upper West Side,22-05-2016,11:48,11,Morning,Sunday,1,Spring,1,5.08,Low,17.1,17.8,1
id1696276,Harlem,Fort Greene,05-01-2016,18:59,18,Evening,Tuesday,0,Winter,3,2.84,High,10.7,15.9,1.8
id3908859,Upper West Side,East Harlem,05-03-2016,00:01,0,Night,Saturday,1,Spring,2,6.19,Low,16.7,22.2,1
id1819147,Harlem,East Harlem,08-01-2016,15:32,15,Afternoon,Friday,0,Winter,1,2.17,Low,10.2,12.8,1
id3454179,"Bay Terrace, Staten Island",Midwood,29-02-2016,10:38,10,Morning,Monday,0,Winter,1,12.35,Medium,31.8,23.3,1.3
id0350661,South Slope,Inwood,22-05-2016,00:30,0,Night,Sunday,1,Spring,2,8.09,Low,31.9,15.2,1
id2426559,Williamsburg,Chinatown,15-02-2016,19:01,19,Evening,Monday,0,Winter,2,1.54,High,11.7,7.9,1.8
id1132903,Rockaway Beach,Shore Acres,11-05-2016,11:15,11,Morning,Wednesday,0,Spring,1,3.04,Low,32.9,5.5,1
id2920235,Upper West Side,Upper West Side,05-06-2016,01:00,1,Night,Sunday,1,Summer,1,2.14,Low,8.5,15.1,1
id2171557,Harlem,West Village,13-03-2016,14:48,14,Afternoon,Sunday,1,Spring,4,4.81,Low,12.3,23.5,1
id2826811,West Village,Upper West Side,10-04-2016,21:52,21,Evening,Sunday,1,Spring,1,5.51,Low,10.6,31.2,1
id1929994,Williamsburg,Upper West Side,26-05-2016,11:46,11,Morning,Thursday,0,Spring,1,1.22,Low,8.7,8.4,1
id3614343,Upper West Side,Crown Heights,16-06-2016,23:42,23,Evening,Thursday,0,Summer,1,0.99,Low,5.2,11.4,1
id0245800,Kensington,East Harlem,12-05-2016,16:58,16,Afternoon,Thursday,0,Spring,5,3.03,Medium,24.8,7.3,1.3
id1212273,West Village,Greenpoint,14-02-2016,17:34,17,Afternoon,Sunday,1,Winter,2,1.18,High,5.8,12.2,1.8
id3404596,Tompkinsville,Arrochar,02-03-2016,08:56,8,Morning,Wednesday,0,Spring,6,2.06,High,9.3,13.3,1.8
id3171288,Park Slope,Harlem,20-03-2016,20:31,20,Evening,Sunday,1,Spring,1,0.77,Medium,1.5,30.8,1.3
id2816240,Upper West Side,Crown Heights,17-04-2016,08:03,8,Morning,Sunday,1,Spring,1,6.03,High,13.7,26.4,1.8
id3505430,Harlem,Upper West Side,23-06-2016,20:29,20,Evening,Thursday,0,Summer,1,3.6,Medium,9,24,1.3
id0937319,Harlem,East Harlem,09-02-2016,23:27,23,Evening,Tuesday,0,Winter,1,1.75,Low,2.3,45.7,1
id1354053,East Village,West Village,01-04-2016,16:30,16,Afternoon,Friday,0,Spring,2,0.54,Medium,2.5,13,1.3
id3552614,Inwood,West Village,26-02-2016,19:05,19,Evening,Friday,0,Winter,1,4.17,High,16,15.6,1.8
id0194083,Hell's Kitchen,Chelsea,22-05-2016,21:42,21,Evening,Sunday,1,Spring,4,2.81,Low,18.8,9,1
id3522352,East Harlem,Harlem,16-03-2016,00:24,0,Night,Wednesday,0,Spring,1,4.95,Low,10.8,27.5,1
id1951436,Hell's Kitchen,Upper West Side,06-06-2016,20:02,20,Evening,Monday,0,Summer,2,7.45,Medium,24.8,18,1.3
id2611097,Hell's Kitchen,Williamsburg,27-05-2016,14:35,14,Afternoon,Friday,0,Spring,1,4.35,Low,29.1,9,1
id2623219,Upper West Side,Bedford-Stuyvesant,17-06-2016,08:38,8,Morning,Friday,0,Summer,1,0.58,High,11.5,3,1.8
id3617577,Fort Greene,Harlem,26-03-2016,18:27,18,Evening,Saturday,1,Spring,5,1.77,High,6,17.7,1.8
id0808984,Hell's Kitchen,South Slope,26-04-2016,19:52,19,Evening,Tuesday,0,Spring,1,2.37,High,9.2,15.5,1.8
id3499387,Tottenville,Tottenville,25-01-2016,19:45,19,Evening,Monday,0,Winter,1,0,High,9.7,0,1.8
id0265651,Crown Heights,Harlem,22-06-2016,16:46,16,Afternoon,Wednesday,0,Summer,2,0.98,Medium,3.7,15.9,1.3
id0633954,Sheepshead Bay,Sheepshead Bay,06-04-2016,18:10,18,Evening,Wednesday,0,Spring,1,4.98,High,32.4,9.2,1.8
id1046492,Harlem,Murray Hill,30-06-2016,16:44,16,Afternoon,Thursday,0,Summer,2,1.94,Medium,8.8,13.2,1.3
id3401416,Midtown,Bedford-Stuyvesant,14-02-2016,08:39,8,Morning,Sunday,1,Winter,1,4.38,High,9.8,26.8,1.8
id1213658,Murray Hill,Harlem,31-05-2016,21:15,21,Evening,Tuesday,0,Spring,1,1.61,Low,5.2,18.6,1
id0080798,Arverne,Concord,20-06-2016,20:16,20,Evening,Monday,0,Summer,1,4.43,Medium,9.4,28.3,1.3
id2403400,East Harlem,Bedford-Stuyvesant,13-04-2016,11:27,11,Morning,Wednesday,0,Spring,2,1.67,Low,6.4,15.7,1
id3107458,Inwood,East Harlem,23-06-2016,00:09,0,Night,Thursday,0,Summer,1,1.88,Low,5.4,20.9,1
id2833082,Woodrow,Prince's Bay,14-06-2016,09:03,9,Morning,Tuesday,0,Summer,1,26.06,High,45.7,34.2,1.8
id2584444,East Harlem,South Slope,09-04-2016,18:03,18,Evening,Saturday,1,Spring,2,3.15,High,8.4,22.5,1.8
id2523325,Chinatown,East Harlem,25-05-2016,13:42,13,Afternoon,Wednesday,0,Spring,1,0.96,Low,4.5,12.8,1
id3658881,Great Kills,Rockaway Beach,23-02-2016,12:16,12,Afternoon,Tuesday,0,Winter,2,16.29,Low,34.8,28.1,1
id3084276,Upper West Side,Bedford-Stuyvesant,18-03-2016,19:48,19,Evening,Friday,0,Spring,6,1.23,High,4.8,15.4,1.8
id1600477,Murray Hill,Kensington,22-05-2016,21:58,21,Evening,Sunday,1,Spring,1,1.4,Low,13.5,6.2,1
id1890300,Greenpoint,Bedford-Stuyvesant,13-01-2016,17:57,17,Afternoon,Wednesday,0,Winter,1,3.38,High,10.1,20.1,1.8
id0757676,Midtown,Midtown,25-05-2016,08:45,8,Morning,Wednesday,0,Spring,1,0.66,High,3.3,12,1.8
id1818483,Upper West Side,Williamsburg,11-05-2016,00:42,0,Night,Wednesday,0,Spring,1,1.82,Low,7,15.6,1
id2652837,West Village,Bedford-Stuyvesant,19-04-2016,16:47,16,Afternoon,Tuesday,0,Spring,3,1.37,Medium,6.9,11.9,1.3
id1456458,Upper West Side,Hell's Kitchen,15-01-2016,18:42,18,Evening,Friday,0,Winter,1,1.56,High,6.5,14.4,1.8
id2704068,South Beach,West Brighton,05-03-2016,23:39,23,Evening,Saturday,1,Spring,1,5.36,Low,26,12.4,1
id3955115,East Harlem,Bedford-Stuyvesant,24-03-2016,17:03,17,Afternoon,Thursday,0,Spring,1,0.54,High,5.3,6.1,1.8
id0635524,East Harlem,Harlem,04-04-2016,14:09,14,Afternoon,Monday,0,Spring,1,2.89,Low,24.2,7.2,1
id0711116,Windsor Terrace,South Slope,17-01-2016,22:47,22,Evening,Sunday,1,Winter,5,1.06,Low,3.1,20.5,1
id1948930,West Village,Murray Hill,23-04-2016,18:10,18,Evening,Saturday,1,Spring,1,1.31,High,4.2,18.7,1.8
id3480123,Stapleton,Sheepshead Bay,26-01-2016,17:22,17,Afternoon,Tuesday,0,Winter,1,1.68,High,28,3.6,1.8
id2072841,East Harlem,Harlem,07-06-2016,10:20,10,Morning,Tuesday,0,Summer,1,1.92,Medium,23,5,1.3
id3633511,Williamsburg,East Harlem,09-05-2016,23:05,23,Evening,Monday,0,Spring,1,4.96,Low,11.5,25.9,1
id2827889,Harlem,West Village,19-03-2016,19:07,19,Evening,Saturday,1,Spring,2,3.92,High,23.8,9.9,1.8
id0556653,Harlem,Clinton Hill,30-05-2016,13:33,13,Afternoon,Monday,0,Spring,2,3.08,Low,7.9,23.4,1
id0318778,Tottenville,Prince's Bay,17-02-2016,00:07,0,Night,Wednesday,0,Winter,1,26.29,Low,42.8,36.9,1
id1922478,Williamsburg,Bedford-Stuyvesant,05-04-2016,13:18,13,Afternoon,Tuesday,0,Spring,1,1.17,Low,7.3,9.6,1
id1340693,East Harlem,Upper West Side,08-01-2016,11:54,11,Morning,Friday,0,Winter,1,0.85,Low,3.5,14.6,1
id0461973,Upper West Side,Chinatown,11-02-2016,12:08,12,Afternoon,Thursday,0,Winter,1,4.5,Low,38.3,7,1
id1374613,Williamsburg,Harlem,20-04-2016,21:31,21,Evening,Wednesday,0,Spring,1,6.67,Low,21.9,18.3,1
id0620947,Harlem,Williamsburg,04-06-2016,17:36,17,Afternoon,Saturday,1,Summer,2,1.67,High,9.7,10.3,1.8
id0871223,South Slope,Murray Hill,14-03-2016,07:55,7,Morning,Monday,0,Spring,1,2.32,Medium,13.3,10.5,1.3
id3631567,Chinatown,Upper West Side,29-05-2016,01:20,1,Night,Sunday,1,Spring,2,7.96,Low,21.5,22.2,1
id0931156,Upper West Side,Harlem,21-06-2016,08:22,8,Morning,Tuesday,0,Summer,1,2.17,High,13.9,9.4,1.8
id3307673,Bedford-Stuyvesant,East Harlem,22-03-2016,06:31,6,Morning,Tuesday,0,Spring,5,1.66,Low,5.6,17.8,1
id1203658,East Harlem,Upper West Side,21-05-2016,14:26,14,Afternoon,Saturday,1,Spring,1,3.18,Low,19.1,10,1
id2695306,Crown Heights,Clinton Hill,01-05-2016,02:12,2,Night,Sunday,1,Spring,1,0.98,Low,3.6,16.3,1
id0825711,South Slope,Upper West Side,27-06-2016,22:39,22,Evening,Monday,0,Summer,1,2.74,Low,13.2,12.5,1
id0606164,Midwood,Rockaway Beach,27-03-2016,20:05,20,Evening,Sunday,1,Spring,1,6.47,Medium,27.4,14.2,1.3
id0047550,Fort Greene,Williamsburg,17-05-2016,17:10,17,Afternoon,Tuesday,0,Spring,1,1.72,High,22.3,4.6,1.8
id3770788,South Slope,South Slope,18-03-2016,19:52,19,Evening,Friday,0,Spring,1,1.89,High,4.2,27,1.8
id0767781,West Village,Williamsburg,09-05-2016,07:19,7,Morning,Monday,0,Spring,1,3.48,Medium,9.8,21.3,1.3
id1179349,Hell's Kitchen,Greenpoint,11-04-2016,09:31,9,Morning,Monday,0,Spring,2,1.81,High,16.3,6.7,1.8
id0560934,Oakwood,Bensonhurst,13-06-2016,14:32,14,Afternoon,Monday,0,Summer,1,11.8,Low,32.6,21.7,1
id0972813,Flatlands,Arden Heights,10-06-2016,09:22,9,Morning,Friday,0,Summer,1,12.08,High,22.8,31.8,1.8
id1201454,Crown Heights,Hell's Kitchen,03-01-2016,12:20,12,Afternoon,Sunday,1,Winter,1,1.68,Low,3,33.6,1
id0744544,Inwood,West Village,22-01-2016,22:44,22,Evening,Friday,0,Winter,1,3.11,Low,9.9,18.8,1
id0923913,Harlem,Chinatown,03-06-2016,16:22,16,Afternoon,Friday,0,Summer,1,1.54,Medium,11,8.4,1.3
id1761032,Harlem,South Slope,22-04-2016,09:11,9,Morning,Friday,0,Spring,1,5.4,High,33.8,9.6,1.8
id1554407,Williamsburg,South Slope,20-01-2016,18:32,18,Evening,Wednesday,0,Winter,2,2.03,High,15.4,7.9,1.8
id2438420,Inwood,Upper West Side,21-04-2016,18:59,18,Evening,Thursday,0,Spring,1,1.88,High,6.2,18.2,1.8
id1298927,Harlem,South Slope,03-04-2016,20:50,20,Evening,Sunday,1,Spring,1,1.9,Medium,7.8,14.6,1.3
id1256991,South Slope,West Village,20-02-2016,00:59,0,Night,Saturday,1,Winter,1,0.75,Low,7.4,6.1,1
id0983980,Midtown,Upper West Side,04-06-2016,18:24,18,Evening,Saturday,1,Summer,1,1.17,High,13.2,5.3,1.8
id2456902,Harlem,Harlem,29-03-2016,07:14,7,Morning,Tuesday,0,Spring,1,4.83,Medium,13.1,22.1,1.3
id1714757,Upper West Side,Upper West Side,03-04-2016,23:16,23,Evening,Sunday,1,Spring,4,4.36,Low,14.8,17.7,1
id1014588,Windsor Terrace,East Harlem,14-05-2016,21:52,21,Evening,Saturday,1,Spring,4,3.67,Low,29.6,7.4,1
id1003405,Harlem,Clinton Hill,02-06-2016,14:32,14,Afternoon,Thursday,0,Summer,6,0.76,Low,14.3,3.2,1
id3885767,Harlem,Clinton Hill,17-02-2016,17:20,17,Afternoon,Wednesday,0,Winter,2,4.95,High,31,9.6,1.8
id2022146,Upper West Side,South Slope,25-01-2016,17:51,17,Afternoon,Monday,0,Winter,1,7.24,High,14.5,30,1.8
id0885168,Williamsburg,Fort Greene,02-06-2016,21:44,21,Evening,Thursday,0,Summer,1,3.69,Low,15.4,14.4,1
id3027389,Harlem,Bedford-Stuyvesant,06-05-2016,19:54,19,Evening,Friday,0,Spring,1,1.09,High,5,13.1,1.8
id2772572,Chelsea,Kensington,11-06-2016,01:32,1,Night,Saturday,1,Summer,1,7.3,Low,13.2,33.2,1
id3025140,Upper West Side,Upper West Side,27-05-2016,14:46,14,Afternoon,Friday,0,Spring,2,0.91,Low,4.8,11.4,1
id2862186,Far Rockaway,Arden Heights,23-02-2016,08:00,8,Morning,Tuesday,0,Winter,2,10.14,High,23.4,26,1.8
id1309210,Clinton Hill,Bedford-Stuyvesant,26-01-2016,10:50,10,Morning,Tuesday,0,Winter,1,0.87,Medium,13.1,4,1.3
id1928326,Hell's Kitchen,West Village,01-05-2016,03:54,3,Night,Sunday,1,Spring,1,1.36,Low,3.9,20.9,1
id3697489,South Slope,South Slope,13-01-2016,13:53,13,Afternoon,Wednesday,0,Winter,1,3.72,Low,14.9,15,1
id1790044,Hell's Kitchen,Kensington,17-06-2016,07:47,7,Morning,Friday,0,Summer,5,3.77,Medium,12.5,18.1,1.3
id1887303,Harlem,Crown Heights,05-01-2016,21:25,21,Evening,Tuesday,0,Winter,1,1.88,Low,9.6,11.7,1
id1978546,Midtown,Murray Hill,06-03-2016,14:34,14,Afternoon,Sunday,1,Spring,1,2.89,Low,11.1,15.6,1
id1216848,West Village,Chelsea,17-04-2016,21:37,21,Evening,Sunday,1,Spring,5,4.3,Low,19.1,13.5,1
id1088749,Clinton Hill,East Harlem,16-05-2016,12:18,12,Afternoon,Monday,0,Spring,1,3.2,Low,15.1,12.7,1
id1043917,Far Rockaway,Bay Ridge,16-06-2016,20:26,20,Evening,Thursday,0,Summer,1,6.3,Medium,26,14.5,1.3
id3923685,Fort Greene,Murray Hill,07-02-2016,01:50,1,Night,Sunday,1,Winter,1,4.09,Low,11.7,21,1
id1683694,Harlem,East Harlem,07-05-2016,23:43,23,Evening,Saturday,1,Spring,3,1.93,Low,7.1,16.3,1
id1715659,Hell's Kitchen,Chinatown,24-05-2016,20:22,20,Evening,Tuesday,0,Spring,3,1.73,Medium,5.9,17.6,1.3
id0136242,Upper West Side,Inwood,11-01-2016,10:58,10,Morning,Monday,0,Winter,1,2.5,Medium,11.9,12.6,1.3
id0408653,East Village,Upper West Side,10-03-2016,22:43,22,Evening,Thursday,0,Spring,1,7.71,Low,23.6,19.6,1
id2995631,Midtown,Murray Hill,28-06-2016,18:07,18,Evening,Tuesday,0,Summer,1,2.35,High,12.6,11.2,1.8
id2024551,East Harlem,Upper West Side,05-02-2016,09:33,9,Morning,Friday,0,Winter,1,2,High,17.3,6.9,1.8
id0000967,Upper West Side,East Harlem,27-02-2016,15:30,15,Afternoon,Saturday,1,Winter,1,1.13,Low,5,13.6,1
id2674024,Arden Heights,Mill Basin,26-03-2016,14:43,14,Afternoon,Saturday,1,Spring,2,11.18,Low,23.1,29,1
id2062480,Williamsburg,South Slope,04-02-2016,20:38,20,Evening,Thursday,0,Winter,1,5.49,Medium,31.4,10.5,1.3
id2039685,Harlem,Clinton Hill,21-03-2016,22:02,22,Evening,Monday,0,Spring,1,2.46,Low,7.8,18.9,1
id1816342,Midtown,Clinton Hill,19-01-2016,17:56,17,Afternoon,Tuesday,0,Winter,1,1.81,High,15.3,7.1,1.8
id1537510,East Harlem,Inwood,26-03-2016,08:19,8,Morning,Saturday,1,Spring,5,1.86,High,11.7,9.5,1.8
id3382236,Hell's Kitchen,East Harlem,23-01-2016,10:38,10,Morning,Saturday,1,Winter,5,1.54,Medium,5.5,16.8,1.3
id0984462,Chelsea,Upper West Side,09-03-2016,14:47,14,Afternoon,Wednesday,0,Spring,1,0.9,Low,9.1,5.9,1
id3041176,Greenpoint,Bedford-Stuyvesant,13-05-2016,01:30,1,Night,Friday,0,Spring,2,4.4,Low,12.4,21.3,1
id3358294,East Harlem,Upper West Side,23-02-2016,16:35,16,Afternoon,Tuesday,0,Winter,1,5.15,Medium,27.4,11.3,1.3
id0129235,East Harlem,East Harlem,05-03-2016,13:05,13,Afternoon,Saturday,1,Spring,2,2.76,Low,11.1,14.9,1
id0965422,Upper West Side,Chelsea,16-06-2016,17:05,17,Afternoon,Thursday,0,Summer,2,1.95,High,7.2,16.2,1.8
id0183040,Upper West Side,Inwood,04-06-2016,23:41,23,Evening,Saturday,1,Summer,2,2.12,Low,8.2,15.5,1
id2699058,East Harlem,Hell's Kitchen,24-03-2016,19:42,19,Evening,Thursday,0,Spring,1,2.18,High,12,10.9,1.8
id3967576,South Slope,Fort Greene,07-04-2016,04:09,4,Night,Thursday,0,Spring,1,3.57,Low,7.3,29.3,1
id1497574,Bedford-Stuyvesant,West Village,01-03-2016,18:42,18,Evening,Tuesday,0,Spring,6,0.78,High,4.4,10.6,1.8
id3147615,Hell's Kitchen,South Slope,10-05-2016,16:57,16,Afternoon,Tuesday,0,Spring,3,1.66,Medium,6.2,16.1,1.3
id3765697,Upper West Side,Harlem,16-02-2016,19:57,19,Evening,Tuesday,0,Winter,2,4.1,High,12.8,19.2,1.8
id3461680,Fort Hamilton,"Bay Terrace, Staten Island",01-06-2016,12:03,12,Afternoon,Wednesday,0,Summer,1,13.77,Low,32.6,25.3,1
id3855917,East Harlem,Bedford-Stuyvesant,15-05-2016,01:15,1,Night,Sunday,1,Spring,1,1.92,Low,9.4,12.3,1
id1920009,Clinton Hill,Hell's Kitchen,07-03-2016,18:56,18,Evening,Monday,0,Spring,1,3.96,High,18.1,13.1,1.8
id3581820,Murray Hill,East Harlem,26-06-2016,01:28,1,Night,Sunday,1,Summer,1,3.44,Low,10.3,20,1
id3769681,Harlem,Harlem,18-03-2016,21:38,21,Evening,Friday,0,Spring,2,2.98,Low,7.8,22.9,1
id1122575,Hell's Kitchen,Crown Heights,19-02-2016,11:26,11,Morning,Friday,0,Winter,3,0.42,Low,1.4,18,1
id3834849,Murray Hill,East Harlem,26-04-2016,12:34,12,Afternoon,Tuesday,0,Spring,1,1.35,Low,8.6,9.4,1
id0498324,Midwood,Fort Hamilton,05-06-2016,15:19,15,Afternoon,Sunday,1,Summer,1,0.84,Low,12.5,4,1
id2587992,East Harlem,Fort Greene,15-06-2016,18:34,18,Evening,Wednesday,0,Summer,1,9.67,High,40.9,14.2,1.8
id0801359,Fort Greene,Harlem,23-04-2016,23:31,23,Evening,Saturday,1,Spring,1,4.78,Low,23.1,12.4,1
id2735670,East Harlem,Inwood,30-01-2016,19:30,19,Evening,Saturday,1,Winter,6,0.68,High,3.6,11.3,1.8
id2941300,Clinton Hill,Upper West Side,21-01-2016,07:27,7,Morning,Thursday,0,Winter,1,1.62,Medium,7,13.9,1.3
id3775412,Kensington,South Slope,22-02-2016,21:35,21,Evening,Monday,0,Winter,1,1.28,Low,5.4,14.2,1
id3452332,Murray Hill,Clinton Hill,06-06-2016,18:59,18,Evening,Monday,0,Summer,1,1.89,High,11,10.3,1.8
id2598729,Upper West Side,East Harlem,05-03-2016,17:47,17,Afternoon,Saturday,1,Spring,1,1.2,High,4.5,16,1.8
id2762003,West Village,Flatbush,01-05-2016,11:22,11,Morning,Sunday,1,Spring,5,3.91,Low,9.6,24.4,1
id3602048,Williamsburg,Midtown,02-01-2016,09:05,9,Morning,Saturday,1,Winter,1,8.92,High,16.2,33,1.8
id0159709,Harlem,South Slope,17-04-2016,08:42,8,Morning,Sunday,1,Spring,1,0.71,High,3.8,11.2,1.8
id0571618,Concord,Sheepshead Bay,30-05-2016,13:08,13,Afternoon,Monday,0,Spring,2,1.24,Low,6.9,10.8,1
id1454947,Clinton Hill,Inwood,04-06-2016,23:43,23,Evening,Saturday,1,Summer,1,1.52,Low,7.6,12,1
id1447105,Crown Heights,Bushwick,01-02-2016,14:43,14,Afternoon,Monday,0,Winter,1,2.72,Low,9.2,17.7,1
id3914400,South Slope,Clinton Hill,30-03-2016,08:31,8,Morning,Wednesday,0,Spring,5,1.13,High,6.9,9.8,1.8
id2824917,Park Slope,Bedford-Stuyvesant,30-06-2016,18:23,18,Evening,Thursday,0,Summer,6,2.11,High,10,12.7,1.8
id1922839,Harlem,Bedford-Stuyvesant,03-02-2016,18:49,18,Evening,Wednesday,0,Winter,5,1.05,High,2.9,21.7,1.8
id1517243,East Harlem,Inwood,28-04-2016,19:34,19,Evening,Thursday,0,Spring,1,3.78,High,17.4,13,1.8
id3066170,Midtown,Harlem,15-01-2016,14:54,14,Afternoon,Friday,0,Winter,1,0.94,Low,5,11.3,1
id1169619,Kensington,Bedford-Stuyvesant,18-04-2016,15:03,15,Afternoon,Monday,0,Spring,4,1.8,Low,17,6.4,1
id0944696,Upper West Side,Upper West Side,20-06-2016,17:25,17,Afternoon,Monday,0,Summer,5,0.83,High,9,5.5,1.8
id2047925,East Harlem,Clinton Hill,22-06-2016,15:52,15,Afternoon,Wednesday,0,Summer,1,2.11,Low,23.6,5.4,1
id3471092,East Harlem,Park Slope,17-03-2016,18:12,18,Evening,Thursday,0,Spring,6,3.43,High,25,8.2,1.8
id1766678,Park Slope,Bedford-Stuyvesant,10-01-2016,00:01,0,Night,Sunday,1,Winter,1,3.28,Low,10.4,18.9,1
id2018005,Harlem,Harlem,17-04-2016,01:44,1,Night,Sunday,1,Spring,1,13.41,Low,40.1,20.1,1
id0770935,East Harlem,West Village,02-06-2016,18:55,18,Evening,Thursday,0,Summer,2,2.3,High,6.4,21.6,1.8
id1437834,Oakwood,Bensonhurst,03-05-2016,10:28,10,Morning,Tuesday,0,Spring,2,14.51,Medium,49.4,17.6,1.3
id2432732,Bedford-Stuyvesant,Bedford-Stuyvesant,11-01-2016,14:24,14,Afternoon,Monday,0,Winter,1,1.18,Low,5.2,13.6,1
id3077475,Crown Heights,East Harlem,09-04-2016,18:27,18,Evening,Saturday,1,Spring,1,0.7,High,4.4,9.5,1.8
id3263580,Tottenville,Tottenville,21-05-2016,12:46,12,Afternoon,Saturday,1,Spring,2,0,Low,0,0,1
id2590470,Arden Heights,Bensonhurst,07-06-2016,11:40,11,Morning,Tuesday,0,Summer,2,8.75,Low,24.7,21.3,1
id3817092,Great Kills,Richmondtown,20-03-2016,22:11,22,Evening,Sunday,1,Spring,1,8.29,Low,16.9,29.4,1
id3918159,Hell's Kitchen,Harlem,21-03-2016,17:43,17,Afternoon,Monday,0,Spring,1,3.49,High,9.6,21.8,1.8
id1026973,Upper West Side,Bedford-Stuyvesant,25-06-2016,21:53,21,Evening,Saturday,1,Summer,1,2,Low,12,10,1
id0972338,Kensington,Upper West Side,28-04-2016,08:47,8,Morning,Thursday,0,Spring,2,0.61,High,3,12.2,1.8
id0831844,East Harlem,East Harlem,16-04-2016,17:45,17,Afternoon,Saturday,1,Spring,1,1.98,High,6.6,18,1.8
id3964626,Tottenville,Huguenot,03-04-2016,13:16,13,Afternoon,Sunday,1,Spring,1,24.73,Low,37.8,39.3,1
id2386155,West Village,West Village,24-01-2016,12:42,12,Afternoon,Sunday,1,Winter,1,0.03,Low,11.4,0.2,1
id1272729,Midtown,Crown Heights,24-04-2016,01:59,1,Night,Sunday,1,Spring,5,8.08,Low,11.8,41.1,1
id2576834,West Village,West Village,02-06-2016,20:47,20,Evening,Thursday,0,Summer,1,8.05,Medium,16.2,29.8,1.3
id2730154,West Village,Upper West Side,29-03-2016,22:39,22,Evening,Tuesday,0,Spring,5,0.42,Low,1,25.2,1
id1872397,West Village,Bedford-Stuyvesant,05-06-2016,11:44,11,Morning,Sunday,1,Summer,1,2.25,Low,11.6,11.6,1
id3223960,Upper West Side,Upper West Side,02-02-2016,19:37,19,Evening,Tuesday,0,Winter,1,4.77,High,17.4,16.4,1.8
id1911726,Harlem,Chinatown,17-05-2016,00:20,0,Night,Tuesday,0,Spring,1,2.11,Low,10.2,12.4,1
id1160246,Upper West Side,East Harlem,14-05-2016,03:56,3,Night,Saturday,1,Spring,1,1.6,Low,4.2,22.9,1
id2061313,Canarsie,Gravesend,21-05-2016,12:55,12,Afternoon,Saturday,1,Spring,1,2,Low,11.8,10.2,1
id3308583,East Harlem,Fort Greene,04-03-2016,11:34,11,Morning,Friday,0,Spring,1,7.24,Low,26.5,16.4,1
id1458308,Harlem,Harlem,23-03-2016,07:36,7,Morning,Wednesday,0,Spring,1,2.35,Medium,16.7,8.4,1.3
id2029339,Arden Heights,Bath Beach,22-01-2016,14:13,14,Afternoon,Friday,0,Winter,1,9.41,Low,61.6,9.2,1
id3995989,Harlem,Fort Greene,22-04-2016,21:47,21,Evening,Friday,0,Spring,2,4.26,Low,13.8,18.5,1
id0533499,Kensington,Upper West Side,24-06-2016,11:26,11,Morning,Friday,0,Summer,1,2.22,Low,15,8.9,1
id3779756,Midtown,Harlem,12-06-2016,16:07,16,Afternoon,Sunday,1,Summer,1,6.53,Medium,33.6,11.7,1.3
id2768742,Upper West Side,Bedford-Stuyvesant,28-01-2016,06:44,6,Morning,Thursday,0,Winter,1,4.71,Low,14.4,19.6,1
id2425126,West Village,Upper West Side,10-01-2016,19:44,19,Evening,Sunday,1,Winter,1,2.45,High,10.3,14.3,1.8
id1676102,East Harlem,Hell's Kitchen,19-01-2016,20:41,20,Evening,Tuesday,0,Winter,1,1.93,Medium,5.5,21.1,1.3
id2243401,Arrochar,Bensonhurst,30-03-2016,07:07,7,Morning,Wednesday,0,Spring,1,6.97,Medium,17.7,23.6,1.3
id0835080,Upper West Side,Harlem,09-04-2016,13:10,13,Afternoon,Saturday,1,Spring,2,2.05,Low,15,8.2,1
id3140569,Fort Greene,Bedford-Stuyvesant,18-03-2016,00:07,0,Night,Friday,0,Spring,2,4.11,Low,14.3,17.2,1
id2448137,Midtown,Murray Hill,11-03-2016,23:57,23,Evening,Friday,0,Spring,1,2.51,Low,11.4,13.2,1
id3250285,West Village,South Slope,11-01-2016,06:51,6,Morning,Monday,0,Winter,1,3.82,Low,7.5,30.6,1
id0941676,Harlem,Williamsburg,26-04-2016,21:23,21,Evening,Tuesday,0,Spring,1,3.29,Low,9.7,20.4,1
id0819471,Chinatown,South Slope,11-02-2016,21:53,21,Evening,Thursday,0,Winter,5,2.25,Low,10.7,12.6,1
id1053165,Fort Greene,Bedford-Stuyvesant,09-03-2016,15:50,15,Afternoon,Wednesday,0,Spring,1,1.53,Low,8,11.5,1
id2067435,East Harlem,Upper West Side,26-03-2016,19:26,19,Evening,Saturday,1,Spring,1,1.96,High,16.9,7,1.8
id0048064,Clinton Hill,Harlem,18-03-2016,08:48,8,Morning,Friday,0,Spring,4,3.03,High,15,12.1,1.8
id3076182,Upper West Side,Clinton Hill,19-06-2016,01:41,1,Night,Sunday,1,Summer,1,1.98,Low,12.5,9.5,1
id2624983,East Harlem,Williamsburg,21-03-2016,15:11,15,Afternoon,Monday,0,Spring,6,1.52,Low,5.8,15.7,1
id3211344,Upper West Side,Chelsea,16-01-2016,02:13,2,Night,Saturday,1,Winter,1,1.12,Low,3.4,19.8,1
id0447228,Far Rockaway,Gravesend,16-03-2016,12:14,12,Afternoon,Wednesday,0,Spring,1,0.68,Low,5.5,7.4,1
